year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2014,female,white,non-hispanic,50 to 64,Widowed,15000 - 24999,less than 100000,northeast,suburban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,50 to 64,Widowed,15000 - 24999,less than 100000,northeast,suburban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,50 to 64,Widowed,15000 - 24999,less than 100000,northeast,suburban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,25 to 34,never married,35000 - 49999,500000 - 999999,south,urban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2017,male,other,hispanic,35 to 49,married,75000 or more,less than 100000,south,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2014,male,white,non-hispanic,50 to 64,divorced,25000 - 34999,1000000 or more,west,urban,stranger,other,aggravated assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,12 to 14,never married,unknown,not a place,south,rural,well-known acquaintances,knife,aggravated assault,yes,school
2016,male,white,hispanic,65 or older,divorced,75000 or more,not a place,west,rural,stranger,do not know,simple assault,no,other location
2015,male,other,non-hispanic,35 to 49,divorced,50000 - 74999,not a place,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2017,female,white,non-hispanic,25 to 34,divorced,35000 - 49999,not a place,west,suburban,well-known acquaintances,firearm,aggravated assault,yes,at or near victims home
2016,male,white,non-hispanic,35 to 49,married,unknown,250000 - 499999,west,urban,intimates,other,aggravated assault,no,at or near victims home
2016,female,white,non-hispanic,35 to 49,separated,unknown,not a place,northeast,suburban,stranger,do not know,simple assault,no,at or near victims home
2017,male,white,hispanic,21 to 24,never married,25000 - 34999,less than 100000,west,suburban,stranger,unknown weapon type,aggravated assault,yes,commercial place parking lot or public area
2014,female,white,non-hispanic,35 to 49,married,35000 - 49999,not a place,west,suburban,other relatives,no weapon,simple assault,no,at or near victims home
2015,male,white,non-hispanic,65 or older,divorced,15000 - 24999,less than 100000,west,urban,well-known acquaintances,other,aggravated assault,no,at or near victims home
2015,male,white,non-hispanic,50 to 64,married,75000 or more,less than 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,school
2016,male,white,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,northeast,urban,stranger,firearm,aggravated assault,no,at or near victims home
2015,male,white,non-hispanic,25 to 34,never married,75000 or more,less than 100000,northeast,suburban,well-known acquaintances,no weapon,rape sexual assault,yes,other location
2017,male,white,hispanic,25 to 34,married,75000 or more,less than 100000,west,suburban,stranger,no weapon,simple assault,no,other location
2017,male,white,non-hispanic,35 to 49,married,75000 or more,less than 100000,west,suburban,stranger,firearm,aggravated assault,no,other location
2015,male,white,non-hispanic,15 to 17,never married,15000 - 24999,less than 100000,midwest,suburban,stranger,no weapon,robbery,yes,commercial place parking lot or public area
2015,male,white,hispanic,50 to 64,divorced,unknown,250000 - 499999,west,urban,well-known acquaintances,firearm,aggravated assault,no,at or near victims home
2017,male,white,hispanic,50 to 64,divorced,15000 - 24999,500000 - 999999,west,urban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,18 to 20,never married,15000 - 24999,less than 100000,northeast,rural,well-known acquaintances,other,aggravated assault,no,at or near friend neighbor or relative home
2016,male,black,non-hispanic,50 to 64,married,35000 - 49999,not a place,west,suburban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,50 to 64,married,50000 - 74999,less than 100000,northeast,suburban,stranger,firearm,robbery,no,commercial place parking lot or public area
2014,female,white,non-hispanic,50 to 64,Widowed,15000 - 24999,less than 100000,northeast,suburban,well-known acquaintances,do not know,simple assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,35 to 49,divorced,25000 - 34999,less than 100000,midwest,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,hispanic,25 to 34,married,50000 - 74999,less than 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,non-hispanic,65 or older,divorced,less than 7500,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2017,female,white,non-hispanic,50 to 64,never married,unknown,100000 to 249999,west,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,white,hispanic,15 to 17,never married,25000 - 34999,100000 to 249999,south,urban,intimates,no weapon,simple assault,no,commercial place parking lot or public area
2017,male,white,hispanic,35 to 49,never married,15000 - 24999,100000 to 249999,south,urban,stranger,firearm,aggravated assault,no,commercial place parking lot or public area
2015,male,black,non-hispanic,35 to 49,never married,7500 - 14999,100000 to 249999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,non-hispanic,50 to 64,divorced,50000 - 74999,250000 - 499999,south,urban,well-known acquaintances,no weapon,simple assault,yes,at or near victims home
2018,female,white,non-hispanic,15 to 17,never married,50000 - 74999,not a place,northeast,suburban,intimates,no weapon,rape sexual assault,yes,at or near friend neighbor or relative home
2014,female,white,non-hispanic,21 to 24,never married,unknown,500000 - 999999,south,urban,other relatives,no weapon,simple assault,no,at or near victims home
2015,male,white,non-hispanic,65 or older,married,75000 or more,500000 - 999999,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,male,white,non-hispanic,35 to 49,never married,less than 7500,100000 to 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,yes,at or near friend neighbor or relative home
2015,male,white,non-hispanic,35 to 49,never married,unknown,1000000 or more,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,female,white,hispanic,35 to 49,married,7500 - 14999,less than 100000,west,suburban,stranger,other,robbery,no,at or near victims home
2015,female,white,hispanic,21 to 24,never married,25000 - 34999,less than 100000,northeast,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2017,female,black,non-hispanic,25 to 34,married,25000 - 34999,100000 to 249999,south,urban,stranger,do not know,rape sexual assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,25 to 34,never married,7500 - 14999,less than 100000,midwest,urban,well-known acquaintances,no weapon,simple assault,yes,commercial place parking lot or public area
2015,male,white,non-hispanic,50 to 64,married,unknown,not a place,south,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2018,male,white,hispanic,35 to 49,married,50000 - 74999,100000 to 249999,south,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,black,non-hispanic,35 to 49,never married,35000 - 49999,500000 - 999999,northeast,urban,intimates,no weapon,simple assault,no,commercial place parking lot or public area
2014,male,white,non-hispanic,50 to 64,married,50000 - 74999,500000 - 999999,west,urban,stranger,knife,aggravated assault,no,other location
2016,female,other,non-hispanic,35 to 49,married,unknown,100000 to 249999,west,urban,well-known acquaintances,firearm,aggravated assault,yes,other location
2016,male,white,non-hispanic,25 to 34,divorced,50000 - 74999,500000 - 999999,south,urban,intimates,other,aggravated assault,yes,at or near victims home
2015,male,white,non-hispanic,35 to 49,never married,25000 - 34999,100000 to 249999,west,suburban,well-known acquaintances,no weapon,aggravated assault,yes,at or near victims home
2017,male,white,non-hispanic,65 or older,never married,unknown,less than 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,male,white,non-hispanic,35 to 49,married,75000 or more,less than 100000,midwest,suburban,stranger,no weapon,aggravated assault,yes,commercial place parking lot or public area
2015,male,white,non-hispanic,12 to 14,never married,75000 or more,not a place,west,rural,well-known acquaintances,no weapon,simple assault,yes,school
2015,male,white,non-hispanic,50 to 64,never married,less than 7500,100000 to 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,male,white,non-hispanic,35 to 49,divorced,15000 - 24999,not a place,south,rural,stranger,firearm,robbery,no,commercial place parking lot or public area
2016,male,white,non-hispanic,25 to 34,never married,75000 or more,500000 - 999999,west,urban,unknown number of offenders,no weapon,simple assault,no,other location
2015,male,white,hispanic,65 or older,divorced,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,at or near victims home
2017,male,white,non-hispanic,50 to 64,divorced,50000 - 74999,less than 100000,south,suburban,other relatives,no weapon,simple assault,no,at or near victims home
2016,male,white,non-hispanic,35 to 49,married,50000 - 74999,less than 100000,west,suburban,well-known acquaintances,do not know,simple assault,no,other location
2015,male,other,non-hispanic,25 to 34,never married,7500 - 14999,500000 - 999999,west,urban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2016,male,white,non-hispanic,50 to 64,never married,35000 - 49999,less than 100000,midwest,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,50 to 64,divorced,50000 - 74999,not a place,south,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,non-hispanic,50 to 64,married,75000 or more,less than 100000,south,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,non-hispanic,50 to 64,married,75000 or more,less than 100000,south,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,25 to 34,never married,50000 - 74999,less than 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
